"N°","Color","Equipo Autonomo","Prioridad","Fecha apertura","Descripción anomalia","Estado actual"
"918","Verde","Calandrado","Baja","2019-10-16T23:10:10.000Z","Demarcar zona de tachos de basura #G2-2380","Cerrada"
"919","Verde","Calandrado","Baja","2019-10-16T23:10:10.000Z","Demarcar riel del porton de debobinador #G2-2381","Cerrada"
"920","Verde","Calandrado","Baja","2019-10-16T23:10:10.000Z","Hacer soporte para calibrador de BST #G2-2384","Cerrada"
"921","Verde","Alimentación y Extrusión","Media","2019-10-16T23:10:10.000Z","Colocar aislación a cañerías de aceite. #G1-2385","Cerrada"
"922","Verde","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","colocar escalera en la estructura para poder subir a la plataforma donde se soporta el big-Bag de resina.Es dificil acceder y deben trepar ppor la columna cuando se traba o se chupa el polietileno interno. #G4-2387","Cerrada"
"923","Verde","Calandrado","Baja","2019-10-16T23:10:10.000Z","Colocar alarma sonora con pulsador en zona de bobinadores para casos de fallas o emergencia #G2-2389","Abierta"
"924","Verde","Calandrado","Baja","2019-10-16T23:10:10.000Z","Colocar algun tipo de soporte para las planillas de control de condicion de maquina #G2-2390","Cerrada"
"925","Verde","Calandrado","Baja","2019-10-16T23:10:10.000Z","Mejorar sobre donde se colocan los planes de produccion #G2-2391","Cerrada"
"947","Verde","Servicios Auxiliares","Media","2019-10-24T23:10:10.000Z","Manometros de gofrador y unico de frio no funcinana dentro de la caja de bombas #G3-2223","Cerrada"
"975","Verde","Calandrado","Media","2019-10-31T23:10:10.000Z","Cambio de medidor de espesor (instalacion de BST) #G2-3367","Cerrada"
"974","Verde","Calandrado","Media","2019-10-31T23:10:10.000Z","Hacer procedimiento de cambio de trabajo ( formula ancho, pasaje) #G2-3364","Abierta"
"976","Verde","Alimentación y Extrusión","Media","2019-10-31T23:10:10.000Z","Hacer procedimiento de limpieza de máquina parada (tornillo/planetario/tapa). #G1-3368","Abierta"
"977","Verde","Calandrado","Media","2019-10-31T23:10:10.000Z","Hacer procedimiento de largada/parada de maquina y capacitar #G2-3424","Abierta"
"983","Verde","Calandrado","Media","2019-11-13T23:10:10.000Z","Colocar identificacion de regulacion para dispositivos de despegue de film de rolo laminadores #G2-1045","Cerrada"
"984","Verde","Calandrado","Baja","2019-11-13T23:10:10.000Z","Mangueras de aire sueltas y muy largas en fosa de calandra #G2-1049","Cerrada"
"1006","Verde","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Mejorar Ducto que conecta al enfriador para agregar compuesto #G4-2219","Cerrada"
"1007","Verde","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Colocar ducto rigido en baja de la W7 al enfriador(agregado de recuperado) #G4-2250","Cerrada"
"1008","Verde","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Modificar formula para bas neutra sin pigmentos para colores , asi solo pesamos pigmento y filtro #G4-2270","Cerrada"
"1009","Verde","Calandrado","Media","2019-11-13T23:10:10.000Z","Del lado de los rolos laminadores no hay un indicador de los metros de la boina en curso #G2-2271","Abierta"
"1010","Verde","Calandrado","Media","2019-11-13T23:10:10.000Z","Hacer pasar mangueras de aire del sistema de despegue del film por dentro del cañño que soporta los dispositivos de despegue #G2-2272","Cerrada"
"1011","Verde","Calandrado","Media","2019-11-13T23:10:10.000Z","Mejorar el sistema de despegue del  film de rolo laminadores #G2-2273","Cerrada"
"1012","Verde","Calandrado","Media","2019-11-13T23:10:10.000Z","Circuuito de mangueras de aire esta sin lugar fijo en fosa calandra #G2-2274","Cerrada"
"1026","Verde","Calandrado","Media","2019-11-13T23:10:10.000Z","Falta tablero de herramientas #G2-3314","Cerrada"
"1027","Verde","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Modificar  recetas P-XTUV, utilizar base XT , para pesar unicamente los filtros #G4-3365","Cerrada"
"1029","Verde","Servicios Auxiliares","Media","2019-11-14T23:10:10.000Z","Rango de trabajo no Identificado en el manometro #G3-2224","Cerrada"
"1055","Verde","Calandrado","Media","2019-11-20T23:10:10.000Z","Colocar identificacion de herramienta (Carteleria) #G2-3369","Cerrada"
"1056","Verde","Calandrado","Media","2019-11-20T23:10:10.000Z","Realizar LUP de manjo de apertura y cierre del rolo banana #G2-3370","Cerrada"
"1058","Verde","Calandrado","Alta","2019-11-20T23:10:10.000Z","Estandarizar largo de flexibles en tren de estiro #G2-3372","Cerrada"
"1057","Verde","Calandrado","Media","2019-11-20T23:10:10.000Z","Determinar presion de trabajo de los rolos #G2-3371","Cerrada"
"1059","Verde","Calandrado","Alta","2019-11-20T23:10:10.000Z","Canalizar flexibles de tren de estiro #G2-3373","Cerrada"
"1060","Verde","Calandrado","Alta","2019-11-20T23:10:10.000Z","Canalizar perdidas en tren de estiro #G2-3374","Cerrada"
"1061","Verde","Planta de Mezclado","Media","2019-11-20T23:10:10.000Z","Colocar Cuerda de vida para utilizar ARNEs al limpiar plataforma de Big-Bag #G4-3375","Cerrada"
"1075","Verde","Servicios Auxiliares","Media","2019-12-23T23:10:10.000Z","Pintar piso extación de frio #G3-2228","Cerrada"
"1086","Verde","Alimentación y Extrusión","Alta","2019-12-30T23:10:10.000Z","El piso del carro extrusor está despintado. #G1-2366","Cerrada"
"1087","Verde","Alimentación y Extrusión","Alta","2019-12-30T23:10:10.000Z","La caja del tornillo del planetario está despintada. #G1-2367","Cerrada"
"1088","Verde","Alimentación y Extrusión","Alta","2019-12-30T23:10:10.000Z","La caja reductora del tornillo extrusor está despintada. #G1-2368","Cerrada"
"1089","Verde","Alimentación y Extrusión","Media","2019-12-30T23:10:10.000Z","La tolva forzadora tiene despintada su parte externa, oxidándose. #G1-2369","Cerrada"
"1090","Verde","Servicios Auxiliares","Media","2019-12-30T23:10:10.000Z","El area de la estacion de frio, piso deteriorado pintura y delimitar zoana #G3-2370","Cerrada"
"1091","Verde","Servicios Auxiliares","Media","2019-12-30T23:10:10.000Z","Caños de la estación detriorados de pintura #G3-2371","Cerrada"
"1162","Verde","Calandrado","Alta","2020-01-09T23:10:10.000Z","Mala transferencia de calor primer rolo de frío #G2-147A","Cerrada"
"1163","Verde","Calandrado","Alta","2020-01-09T23:10:10.000Z","Mala transferencia de calor segundo rolo de frío #G2-148A","Cerrada"
"1164","Verde","Calandrado","Alta","2020-01-09T23:10:10.000Z","Mala transferencia de calor tercer rolo de frío #G2-149A","Cerrada"
"1165","Verde","Calandrado","Alta","2020-01-09T23:10:10.000Z","Mala transferencia de calor cuarto rolo de frío #G2-150A","Cerrada"
"1166","Verde","Calandrado","Alta","2020-01-09T23:10:10.000Z","Mala transferencia de calor quinto rolo de frío #G2-151A","Cerrada"
"1167","Verde","Calandrado","Alta","2020-01-09T23:10:10.000Z","Mala transferencia de calor sexto rolo de frío #G2-152A","Cerrada"
"1169","Verde","Calandrado","Alta","2020-01-10T23:10:10.000Z","Puente grúa sin pasarela #G2-2279","Abierta"
"1174","Verde","Calandrado","Media","2020-01-13T23:10:10.000Z","Generar estandar de limpieza interna rolos de frio  #G2-3380","Abierta"
"1175","Verde","Calandrado","Baja","2020-01-13T23:10:10.000Z","Identificar proteccion #G2-3381","Cerrada"
"1176","Verde","Servicios Auxiliares","Media","2020-01-13T23:10:10.000Z","Equipos en desuso retirar del area #G3-3386","Abierta"
"1177","Verde","Servicios Auxiliares","Media","2020-01-13T23:10:10.000Z","Fabricación de techo estación de bombas agua 1-2 condiciones climat #G3-3387","Abierta"
"1178","Verde","Calandrado","Media","2020-01-13T23:10:10.000Z","Rolos de frío sin estándar de limpieza circuito interno de agua de enfriamiento #G2-3880","Abierta"
"1179","Verde","Calandrado","Baja","2020-01-13T23:10:10.000Z","Protección correa rolo tractor sin identificación #G2-3881","Cerrada"
"1180","Verde","Calandrado","Media","2020-01-13T23:10:10.000Z","Falta de capacitación respecto del funcionamiento de los rolos de frío #G2-a definir","Abierta"
"1181","Verde","Calandrado","Media","2020-01-13T23:10:10.000Z","Falta de capacitación respecto del funcionamiento de los rolos de estiro #G2-a definir","Abierta"
"1196","Verde","Alimentación y Extrusión","Alta","2020-01-23T23:10:10.000Z","Manguera a nivel del piso hacia el exterior de descarga de agua de bomba de vacío. Cabina C43. #G1-527","Cerrada"
"1200","Verde","Calandrado","Alta","2020-01-24T23:10:10.000Z","Operario no sabe cargar parámetros BST #G2-3382","Abierta"
"1201","Verde","Calandrado","Alta","2020-01-24T23:10:10.000Z","Operario no sabe cargar factor de corrección BST #G2-3383","Abierta"
"1204","Verde","Planta de Mezclado","Media","2020-02-10T23:10:10.000Z","Falta de tomas y encufes, cables sueltos en el piso #G4-2363","Abierta"
"1205","Verde","Planta de Mezclado","Alta","2020-02-10T23:10:10.000Z","Colocar alarma que nos indique que la calandra paro, al mezclador.El operario no escucha por ruido en el turbo de equipos. #G4-2364","Abierta"
"1209","Verde","Planta de Mezclado","Media","2020-02-12T23:10:10.000Z","Colocar Burlete matacantoen boca tolvas para agregado manual de aditivos #G4-101C","Cerrada"
"1210","Verde","Planta de Mezclado","Alta","2020-02-12T23:10:10.000Z","Colocar resorte a gas para mantener tapas de tolvas carga manual de aditivos #G4-102C","Abierta"
"1217","Verde","Planta de Mezclado","Alta","2020-02-17T23:10:10.000Z","Al usar mucho RVT se traba y se usa caño para destrabar ya por no funcionar el rompe caverna.Estee caño puede caerse al enfriador y romper todo #G4-3809","Cerrada"
"1218","Verde","Alimentación y Extrusión","Alta","2020-02-18T23:10:10.000Z","Material acumulado entre encastre tapa extrusor y cabezal. Generar estándares de medida para control. #G1-3385","Cerrada"
"1219","Verde","Alimentación y Extrusión","Alta","2020-02-18T23:10:10.000Z","Material acumulado en cabezal entre tapa y cabezal. Generar estándar de medida. Acumulación de material quemado. #G1-3388","Abierta"
"1225","Verde","Planta de Mezclado","Media","2020-02-20T23:10:10.000Z","Colocar Manguera fija y una aspiradora en cada nivel para evitar andar buscando y reducir el tiempo de limpieza #G4-2865","Abierta"
"1230","Verde","Planta de Mezclado","Media","2020-02-27T23:10:10.000Z","Falta de metodologia de control de registro de resina barrida y tortas.Se coloca ticket de resina barrida y tortas de big-bag parciales y se deja en laboratorio de planta . #G4-3384","Abierta"
"1249","Verde","Calandrado","Baja","2020-03-29T23:10:10.000Z","Agrandar huecos del soporte de los rolos limpiadores e indicadores #G2-524","Cerrada"
"1250","Verde","Calandrado","Media","2020-03-29T23:10:10.000Z","Marcar sentido de giro en motor de rolos estiro #G2-525","Cerrada"
"1271","Verde","Alimentación y Extrusión","Alta","2020-03-31T23:10:10.000Z","Utilizar brida de sujeción rápida para fuelle entre silo y tornillo forzador (3er nivel). Disminuye el tiempo de armado/desarmado. #G1-D1006","Abierta"
"1272","Verde","Alimentación y Extrusión","Alta","2020-03-31T23:10:10.000Z","Peligro de golpe con objeto colgante cuando se desarma el planetario. Hacer soporte para colocar tapa de planetario en estructura de tolva forzadora cuando se desarma el planetario. #G1-D1007","Cerrada"
"1292","Verde","Planta de Mezclado","Media","2020-04-15T23:10:10.000Z","El equipo no tiene burlete en la puerta. Al limpiar se ensucia el entorno y el polvo sale contra la cara del operador #G4-D1018","Cerrada"
"1293","Verde","Planta de Mezclado","Media","2020-04-15T23:10:10.000Z","Colocar ilumunacion en sector descarga de bases #G4-D1019","Cerrada"
"1297","Verde","Planta de Mezclado","Alta","2020-04-29T23:10:10.000Z","Prolongar descarga en tapas de las 2 tolvas moviles para mejorar ubicación al descargar comp. Del enfriador #G4-3315","Abierta"
"1302","Verde","Planta de Mezclado","Media","2020-05-02T23:10:10.000Z","Reducir el largo del filtro (roscarote) #G4-3397","Cerrada"
"1303","Verde","Planta de Mezclado","Media","2020-05-02T23:10:10.000Z","Terminar descarga de recuperado (cierre rapido) #G4-3398","Cerrada"
"1304","Verde","Planta de Mezclado","Media","2020-05-02T23:10:10.000Z","Se necesita una balanza en el sector de mezclado #G4-3399","Cerrada"
"1317","Verde","Calandrado","Alta","2020-05-12T23:10:10.000Z","Tapones para mangueras cuando se desplaza la campana C43 #G2-1046","Cerrada"
"1318","Verde","Calandrado","Alta","2020-05-12T23:10:10.000Z","Tapones para mangueras cuando se desplaza la campana C43 #G2-1046","Cerrada"
"1319","Verde","Calandrado","Baja","2020-05-12T23:10:10.000Z","colocar soporte para termometro infrarrojo cerca de C43 #G2-1047","Abierta"
"1321","Verde","Calandrado","Media","2020-05-12T23:10:10.000Z","Colocar antideslizamntes en escalera calandra arriba planetario #G2-1048","Cerrada"
"1346","Verde","Calandrado","Media","2020-05-12T23:10:10.000Z","Hacer tapones p/ cuando se mueve la campana para eliminar perdidas #G2-3395","Cerrada"
"1347","Verde","Calandrado","Media","2020-05-12T23:10:10.000Z","Identificar acrilico  ' Mantener cerrado' - Bobinadores #G2-3396","Cerrada"
"1355","Verde","Calandrado","Alta","2020-05-14T23:10:10.000Z","Colocar filtros de aceite en el circuito de los equipos calefactores #G2-2344","Abierta"
"1356","Verde","Calandrado","Alta","2020-05-14T23:10:10.000Z","Generar LUP de alineación de rolos de frío #G2-2345","Abierta"
"1357","Verde","Calandrado","Alta","2020-05-14T23:10:10.000Z","Generar LUP de alineación de rolos de estiro #G2-2346","Abierta"
"1358","Verde","Calandrado","Alta","2020-05-14T23:10:10.000Z","Definir frecuencia de análisis de composición de los aceites térmicos usados en los circuitos de calentamiento #G2-2347","Cerrada"
"1360","Verde","Calandrado","Alta","2020-05-14T23:10:10.000Z","Definir frecuencia revisión de juntas rotativas de aceite de los rolos laminadores principales #G2-2349","Cerrada"
"1359","Verde","Calandrado","Alta","2020-05-14T23:10:10.000Z","Definir frecuencia del mantenimiento preventivo de los aeroenfriadores de aceite #G2-2348","Cerrada"
"1361","Verde","Calandrado","Alta","2020-05-14T23:10:10.000Z","Definir frecuencia de plan preventivo para el desincrustado/flushing rolos laminadores #G2-2350","Cerrada"
"1365","Verde","Calandrado","Media","2020-06-01T23:10:10.000Z","Dificil acceso a purgar rolo medio - fabricar tapa movil  #G2-1012","Cerrada"
"1366","Verde","Calandrado","Alta","2020-06-03T23:10:10.000Z","Mejorar el consumo de materia prima consumiendo el refile de corte en el molino de refile de C43 #G2-3302","Cerrada"
"1372","Verde","Servicios Auxiliares","Baja","2020-06-06T23:10:10.000Z","Necesidad de moler el refile de cortadora en molino de calandra #G3-2359","Cerrada"
"1379","Verde","Alimentación y Extrusión","Media","2020-06-13T23:10:10.000Z","Dejar aspiradora fija y permanenete (detrás de extrusora) #G1-2343","Cerrada"
"1381","Verde","Calandrado","Media","2020-06-13T23:10:10.000Z","Rediseñar protección del rolo opresor para evitar que se dañe durante la operación y las paradas #G2-2352","Cerrada"
"1382","Verde","Calandrado","Alta","2020-06-13T23:10:10.000Z","Diseñar y colocar pluma doble o sistema de detección de falta de material en los rolos laminadores #G2-2353","Cerrada"
"1383","Verde","Calandrado","Alta","2020-06-13T23:10:10.000Z","Colocar parada de emergencia por cable en la zona de la pasarela del gofrador #G2-2354","Abierta"
"1397","Verde","Calandrado","Alta","2020-06-17T23:10:10.000Z","Sistema colector de agua de fosa hasta que se solucione pérdida de agua #G2-2889","Cerrada"
"1416","Verde","Planta de Mezclado","Alta","2020-06-18T23:10:10.000Z","Tablero sin llave ON/OFF para toma sistema #G4-2360","Cerrada"
"1425","Verde","Calandrado","Media","2020-06-24T23:10:10.000Z","Medir aceite recolectado para cuantificar pérdidas #G2-1009","Cerrada"
"1426","Verde","Calandrado","Media","2020-06-24T23:10:10.000Z","Hacer OT de cambio de rolo opresor #G2-1010","Cerrada"
"1430","Verde","Calandrado","Alta","2020-06-24T23:10:10.000Z","Sistema de recolección de aceite fosa #G2-2340","Abierta"
"1431","Verde","Calandrado","Alta","2020-06-24T23:10:10.000Z","Estandar de inspección rolo tractor y opresor metálico #G2-2341","Cerrada"
"1442","Verde","Calandrado","Media","2020-06-29T23:10:10.000Z","Falta LUP de operación del Balancín / Rolo tractor #G2-3401","Cerrada"
"1445","Verde","Planta de Mezclado","Media","2020-06-30T23:10:10.000Z","Identificar las graseras con distintos colores, pintar alrededor de las alemites cin el color que corresonda dependiendo del tipo de grasa. #G4-1018","Abierta"
"1443","Verde","Calandrado","Media","2020-06-29T23:10:10.000Z","Falta LUP de limpieza e inspección balancín/rolo tractor #G2-3402","Cerrada"
"1444","Verde","Calandrado","Media","2020-06-29T23:10:10.000Z","Falta LUP de operación de curva de bobinado #G2-3403","Cerrada"
"1453","Verde","Calandrado","Media","2020-07-01T23:10:10.000Z","Hacer estanca la fosa principal para que no pase aceite al piso bajo rolos pasaje #G2-3406","Abierta"
"1463","Verde","Calandrado","Baja","2020-07-03T23:10:10.000Z","Hacer carro porta herraminetas p/ tener al lado del cabezal al momento de desarmar #G2-3404","Abierta"
"1464","Verde","Calandrado","Media","2020-07-03T23:10:10.000Z","Consumo de refile PH en linea. Utilizando el refile de la cortadora #G2-3405","Abierta"
"1469","Verde","Calandrado","Baja","2020-07-15T23:10:10.000Z","Hacer plataforma rebatible para acceder a los rolos superiores de pasaje  #G2-1020","Abierta"
"1470","Verde","Calandrado","Media","2020-07-15T23:10:10.000Z","Modificar rolos superiores de pasaje bobinador p/ pasar lamina cuando se corta soga #G2-1021","Abierta"
"1473","Verde","Planta de Mezclado","Alta","2020-07-15T23:10:10.000Z","Realizar en cada extremo del caño ventanas de inspeccion para cuando se tapa se pueda aspirar sin desmontar #G4-2358","Abierta"
"1477","Verde","Planta de Mezclado","Media","2020-07-15T23:10:10.000Z","Piso de la sala pintar y delimitar equipos de area de trabajo #G4-D1013","Cerrada"
"1480","Verde","Alimentación y Extrusión","Alta","2020-07-17T23:10:10.000Z","Fabricar carro para herramienta hidráulica titán. #G1-1009","Cerrada"
"1481","Verde","Servicios Auxiliares","Baja","2020-07-22T23:10:10.000Z","Falta identificacion de flujo de agua fria #G3-D1015","Cerrada"
"1482","Verde","Servicios Auxiliares","Baja","2020-07-22T23:10:10.000Z","Falta identificacion de flujo de agua fria #G3-D1016","Cerrada"
"1498","Verde","Servicios Auxiliares","Media","2020-07-24T23:10:10.000Z","Falta proteccion en el ingreso al area #G3-D1017","Cerrada"
"1499","Verde","Calandrado","Baja","2020-07-25T23:10:10.000Z","identificar c/colores diferentes los rolos gofradores . Hacer Lup e identificacion visual  #G2-1013","Abierta"
"1500","Verde","Calandrado","Media","2020-07-26T23:10:10.000Z","Identificaar las graseras con distintos colores, pintarlas con el color que corresponda dependiendo del tipo de grasa #G2-1016","Abierta"
"1512","Verde","Calandrado","Media","2020-07-31T23:10:10.000Z","Realizar un soporte para barra imantada control de rechazo detector de metales  #G2-2338","Cerrada"
"1515","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Protecciones sucias #G3-1014","Cerrada"
"1514","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Protecciones sucias #G3-1011","Cerrada"
"1516","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Protecciones sucias #G3-1015","Cerrada"
"1517","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Protecciones sucias #G3-1019","Cerrada"
"1518","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Limpieza/ Pintar estructura de soporte de las bombas #G3-1050","Cerrada"
"1519","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Limpieza/ Pintar estructura de soporte  #G3-3313","Cerrada"
"1520","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Protecciones sucias #G3-D1010","Cerrada"
"1521","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Protecciones sucias #G3-D1011","Cerrada"
"1522","Verde","Servicios Auxiliares","Media","2020-08-03T23:10:10.000Z","Protecciones sucias #G3-D1012","Cerrada"
"1525","Verde","Calandrado","Alta","2020-08-05T23:10:10.000Z","Riesgo de atrapamiento cuadno se lamina PE+PVC - rediseñar pasaje / tecnica de colocacio PE #G2-1017","Abierta"
"1531","Verde","Alimentación y Extrusión","Media","2020-08-05T23:10:10.000Z","Falta de portafiltro normalizado en motor del extrusor. #G1-D1014","Cerrada"
"1529","Verde","Calandrado","Baja","2020-08-05T23:10:10.000Z","plataforma p/acceder a los rolor superiores en caso de cortarse el pasaje  #G2-3413","Abierta"
"1530","Verde","Calandrado","Media","2020-08-05T23:10:10.000Z","Modificar proteccion p/acceder a los rolos superiores p/hacer pasaje  #G2-3414","Abierta"
"1534","Verde","Servicios Auxiliares","Media","2020-08-07T23:10:10.000Z","Estructura base de la bomba esta deteriorada #G3-D1014","Cerrada"
"1536","Verde","Planta de Mezclado","Media","2020-08-09T23:10:10.000Z","Realizar estructura para colocar los filtros limpios y sucios ultimo piso #G4-3415","Cerrada"
"1555","Verde","Alimentación y Extrusión","Baja","2020-08-14T23:10:10.000Z","Caballetes para limpiar tornillo. Colocar ruedas. #G1-2342","Cerrada"
"1558","Verde","Servicios Auxiliares","Media","2020-08-20T23:10:10.000Z","Tacho de recoleccion de liquidos #G3-D1015","Cerrada"
"1566","Verde","Alimentación y Extrusión","Media","2020-08-23T23:10:10.000Z","Colocar cierre clap de mejor calidad en compuerta inspección. #G1-D1011","Cerrada"
"1572","Verde","Calandrado","Alta","2020-08-26T23:10:10.000Z","Falta identificación de los rolos limpiadores en uso / disponibles - Generar LUP de control y registro #G2-3377","Cerrada"
"1573","Verde","Calandrado","Alta","2020-08-26T23:10:10.000Z","Realizar Lup de control y registro de rolos limpiadores  #G2-3377","Cerrada"
"1574","Verde","Calandrado","Alta","2020-08-26T23:10:10.000Z","Pérdida de condensado en la mangueras de desagote  posteriores cuando se desplaza la campana- Inhabilitar desagotes posteriores  #G2-3379","Cerrada"
"1575","Verde","Calandrado","Alta","2020-08-26T23:10:10.000Z","No existe LUP para el desgote de las mangueras de la campana - Realizar LUP #G2-D1000","Abierta"
"1576","Verde","Calandrado","Alta","2020-08-26T23:10:10.000Z","La manguera de descarga de condensado no tiene marcado el nivel de desagote. Colocar la marca de nivel para desagote #G2-D1001","Cerrada"
"1606","Verde","Planta de Mezclado","Media","2020-09-18T23:10:10.000Z","Fabricar soporte para filtros de aditivos solidos #G4-2325","Cerrada"
"1607","Verde","Planta de Mezclado","Media","2020-09-18T23:10:10.000Z","Eliminar soporte azul liquido n°4 #G4-2326","Cerrada"
"1619","Verde","Servicios Auxiliares","Media","2020-10-01T23:10:10.000Z","Carro para ventola de aire portatil #G3-D1012","Cerrada"
"1624","Verde","Calandrado","Alta","2020-10-01T23:10:10.000Z","Instalar soporte con ganchos para sujetar bolsones de scrap como tiene molino #G2-","Abierta"
"1616","Verde","Servicios Auxiliares","Media","2020-09-30T23:10:10.000Z","Fabricar sistema para extraer las aero enfriadores para mtto #G3-2221","Cerrada"
"1626","Verde","Planta de Mezclado","Media","2020-10-05T23:10:10.000Z","Colocar otro eje en el soporte de filtros ya que este es corto y no permite usar los nuevos, relaizar algo regulable para usar los 2 tipod de filtro en stock #G4-2319","Cerrada"
"1628","Verde","Planta de Mezclado","Alta","2020-10-15T23:10:10.000Z","Realizar conexión a PLC de AP de filtro de ciclon de aditivos solidos con bloqueo por fuera de especificación #G4-D1019-1","Abierta"
"1631","Verde","Planta de Mezclado","Alta","2020-10-20T23:10:10.000Z","Colocar camara para control del equipo desde Calandra #G4-D1020","Cerrada"
"1630","Verde","Planta de Mezclado","Alta","2020-10-20T23:10:10.000Z","Colocar camara para control de equipo desde calandra #G4-D1019-2","Cerrada"
"1632","Verde","Planta de Mezclado","Alta","2020-10-20T23:10:10.000Z","Colocar monitor para camaras de turbo #G4-D1021","Cerrada"
"1634","Verde","Planta de Mezclado","Media","2020-10-22T23:10:10.000Z","El acceso a cilindro de enfriador debe realizarse moviendo defensa del mismo #G4-D1022","Cerrada"
"1661","Verde","Calandrado","Baja","2020-10-28T23:10:10.000Z","Colocar cargador de baterías carretilla eléctrica C43 #G2-","Cerrada"
"1666","Verde","Calandrado","Media","2020-10-28T23:10:10.000Z","Demarcar zona de trabajo cortadora de hojas #G2-","Abierta"
"1670","Verde","Calandrado","Baja","2020-10-28T23:10:10.000Z","Pintar techo planta para evitar que caiga cáscaras de pintura sobre la máquina #G2-","Abierta"
"1673","Verde","Calandrado","Media","2020-10-28T23:10:10.000Z","Encontrar condiciones de operación oscilador #G2-","Abierta"
"1674","Verde","Calandrado","Baja","2020-10-28T23:10:10.000Z","Delimitar zona de carga de carretilla eléctrica C43 #G2-","Cerrada"
"1675","Verde","Calandrado","Media","2020-10-28T23:10:10.000Z","Hacer carro porta rollos para consumo de refile en línea #G2-","Cerrada"
"1676","Verde","Calandrado","Media","2020-10-28T23:10:10.000Z","Demarcar posición de trabajo carro consumo de refile en línea #G2-","Abierta"
"1677","Verde","Calandrado","Media","2020-10-28T23:10:10.000Z","Demarcar posición de reposo carro consumo de refile en línea #G2-","Abierta"
"1678","Verde","Calandrado","Media","2020-10-28T23:10:10.000Z","Hacer LUP de operación de consumo de refile en línea #G2-","Abierta"
"1679","Verde","Calandrado","Baja","2020-10-28T23:10:10.000Z","Colocar Timer que destaque el tiempo de máquina en marcha/máquina parada (verde/rojo) #G2-","Abierta"
"1685","Verde","Alimentación y Extrusión","Alta","2020-10-30T23:10:10.000Z","Sistema de transporte inadecuado para la dinámica de trabajo. El roce de las estructuras, combinado con el transporte de compuesto genera que las mangueras se desgasten, se pinchen y contaminen todas las superficies de los equipos alrededor. #G1-3389","Abierta"
"335","Verde","Alimentación y Extrusión","Baja","2020-11-01T03:42:36.671Z","Identificar llaves, su uso general y sentido del fluido, Hacer LUP para manipularlas-Tarjeta N°14","Cerrada"
"336","Verde","Calandrado","Alta","2020-11-01T03:42:36.441Z","Colocar cámara para ver el despegue del film del rolo superior previo a la entrada a la parrilla de estiro","Abierta"
"337","Verde","Alimentación y Extrusión","Media","2020-11-01T03:42:36.363Z","Identificar llaves, su uso general y sentido del fluido. Hacer LUP para manipularlas. #G1-2314","Cerrada"
"338","Verde","4","Alta","2020-12-16T12:32:59.709Z","Falta de soporte para PC de pesaje de aditivos solidos en forma manual","Cerrada"
"339","Verde","Planta de Mezclado","Media","2021-01-11T18:21:42.620Z","El sensor de nivel esta en el cono trabando la descarga de Scrap. Colocar después del cono, ya que se puede contaminar.","Cerrada"
"340","Verde","Planta de Mezclado","Alta","2021-01-20T15:12:58.678Z","Colocar ducto rígido bajada de la WF al enfriador (agregado de recuperado)","Cerrada"
"341","Verde","Planta de Mezclado","Media","2021-01-20T15:19:59.474Z","FM600- Para cambio de retén lado ventilador de reductor no hay espacio para hacer montaje correcto del reten. Realizar ventana inspección","Cerrada"
"342","Verde","Planta de Mezclado","Media","2021-01-20T15:24:14.032Z","FM600- Para extraer motor se debe realizar mucha fuerza. Realizar ménsula para poder desplazar el motor fuera de estructura","Cerrada"
"343","Verde","Planta de Mezclado","Alta","2021-01-20T15:59:51.150Z","Descarga de transitube manguera muy pesada","Cerrada"
"344","Verde","Planta de Mezclado","Media","2021-01-20T17:48:16.500Z","Terminar de colocar estanterías para tener mayor lugar de movilidad en el sector.","Cerrada"
"345","Verde","Laminadora","Baja","2021-02-22T14:46:26.899Z","Riesgo de golpe en el pie por plataforma que sobresale del Bobinador Secundario. Realizar señalización ","Cerrada"
"345","Verde","Servicios Auxiliares","Media","2021-02-22T14:46:57.889Z","Cañeria de alimentación de aire, estación bombas de rolos laminadores sin identificación","Cerrada"
"347","Verde","Servicios Auxiliares","Media","2021-02-22T14:49:01.111Z","Cañeria de aire estación de frio sin identificación sentido de flujo y tipo.","Cerrada"
"346","Verde","Laminadora","Media","2021-02-22T14:52:01.944Z","En bobinador secundario sobresale la plataforma con riesgo de golpe. Señalizar para reducir el riesgo","Cerrada"
"349","Verde","Laminadora","Alta","2021-02-22T15:28:57.111Z","Condensado de agua de rolo aplicador. Contener colocando bandeja","Abierta"
