"N°","Color","Equipo Autonomo","Prioridad","Fecha apertura","Descripción anomalia","Estado actual"
"433","Roja","Servicios Auxiliares","Media","2019-05-15T23:10:10.000Z","Valvula sin guarde de proteccion en el sist de control #G3-1070","Cerrada"
"434","Roja","Servicios Auxiliares","Media","2019-05-15T23:10:10.000Z","Valvula sin guarde de proteccion en el sist de control #G3-1071","Cerrada"
"435","Roja","Calandrado","Media","2019-05-15T23:10:10.000Z","Perdida de aceite en reductor de rolo principal #G2-1072","Cerrada"
"436","Roja","Servicios Auxiliares","Media","2019-05-15T23:10:10.000Z","Electrovalvula suelta #G3-1073","Cerrada"
"437","Roja","Servicios Auxiliares","Media","2019-05-15T23:10:10.000Z","Cambiar bandejas debajo de bombas de agua estan oxidadas #G3-1074","Cerrada"
"438","Roja","Calandrado","Alta","2019-05-15T23:10:10.000Z","Caja de proteccion de termostato suelta, cable expuesto #G2-1075","Cerrada"
"439","Roja","Calandrado","Media","2019-05-15T23:10:10.000Z","Prensacable motor 1° par de estiro suelto #G2-1076","Cerrada"
"440","Roja","Calandrado","Media","2019-05-15T23:10:10.000Z","Prensacable motor 1° par de estiro suelto #G2-1077","Cerrada"
"455","Roja","Calandrado","Alta","2019-05-27T23:10:10.000Z","Rodamiento esta dañado #G2-1079","Cerrada"
"456","Roja","Calandrado","Alta","2019-05-27T23:10:10.000Z","Rodamiento en falla #G2-1080","Cerrada"
"457","Roja","Calandrado","Alta","2019-05-27T23:10:10.000Z","Manguera de aire comprimido con demasiados empalmes #G2-1081","Cerrada"
"458","Roja","Calandrado","Media","2019-05-27T23:10:10.000Z","Sistema de control de temperatura del 2° par de estiro no funciona #G2-1082","Cerrada"
"459","Roja","Calandrado","Media","2019-05-27T23:10:10.000Z","Perdida de aire por derivador de balancin #G2-1083","Cerrada"
"460","Roja","Calandrado","Alta","2019-05-27T23:10:10.000Z","Valvula con perdida de aire y utilizada para conectar electrovalvula #G2-1084","Cerrada"
"461","Roja","Calandrado","Alta","2019-05-27T23:10:10.000Z","Niple con perdida de agua en intercambiador de centralina #G2-1085","Cerrada"
"462","Roja","Alimentación y Extrusión","Baja","2019-05-27T23:10:10.000Z","Falta luz en cabina de extraccion de gases #G1-1086","Cerrada"
"465","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","Cable fuera de bandeja y sin conectar a la misma. Colocar corrugado y conector #G4-4","Cerrada"
"466","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","La caja de sensores de los tachos liquidos esta en muy malas condiciones y sucia con polvo. Colocar caja nueva y amurar a la pared #G4-5","Cerrada"
"467","Roja","Planta de Mezclado","Media","2019-06-12T23:10:10.000Z","Eliminar mangueras de valvulas de selección de silo que alimentan al turbo en desuso #G4-6","Cerrada"
"468","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","El indicador de ∆P de ciclon de aditivos solidos esta sin funcionar y es imposible de ser visto por el turbero si no sube al ultimo piso. #G4-7","Abierta"
"475","Roja","Planta de Mezclado","Media","2019-06-12T23:10:10.000Z","El acrilico de la puerta de la balanza de liquidos se encuentra suelto #G4-15","Cerrada"
"496","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","Colocar conectores en salida de caja, cables de las electrovalvulas #G4-1091","Cerrada"
"497","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","Los sensore de temperatura de los liquidos estan censando sobre la chapa. Perforar los tachos para que cense el liquido #G4-1092","Cerrada"
"498","Roja","Planta de Mezclado","Media","2019-06-12T23:10:10.000Z","Colocar bridas y tapas del ciclon de aditivos solidos #G4-1093","Cerrada"
"499","Roja","Planta de Mezclado","Media","2019-06-12T23:10:10.000Z","Cables sueltos en bandejas (pueden estar ya deterioradas por el contacto con los liquidos, polvillo, etc) #G4-1094","Cerrada"
"500","Roja","Planta de Mezclado","Media","2019-06-12T23:10:10.000Z","Ajustar bandeja porta cables del silo pulmon #G4-1095","Cerrada"
"501","Roja","Planta de Mezclado","Media","2019-06-12T23:10:10.000Z","Eliminar ciclon FM350 en desuso #G4-1096","Cerrada"
"502","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","Colocar manguera correctamente esta con cinta, en la entrada de la bomba #G4-1097","Cerrada"
"503","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","Cuando llueve cae agua en el turbo, arriba de los silos de solidos, en los silos de compuesto, tableros y materias primas #G4-1098","Cerrada"
"504","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","Controlar filtros (velas) en silo pulmon. Esta tirando polvillo por la respiracion #G4-1099","Abierta"
"505","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","La valvula de descarga de liquido esta con perdida de aire. Cambiar valvula #G4-1100","Cerrada"
"507","Roja","Alimentación y Extrusión","Media","2019-06-12T23:10:10.000Z","Cable de piso de 2 nivel de alimentcion, cruza por el techo de 1° piso. Acumulacion de suciedad #G1-1102","Cerrada"
"506","Roja","Servicios Auxiliares","Media","2019-06-12T23:10:10.000Z","Aislar cañerias, la condensacion hace que se corroan y se acumule agua en Serv aux de bombas de frios #G3-1101","Cerrada"
"508","Roja","Alimentación y Extrusión","Media","2019-06-12T23:10:10.000Z","Cable suelto desde la caja electrica del detector de metales #G1-1103","Cerrada"
"509","Roja","Alimentación y Extrusión","Media","2019-06-12T23:10:10.000Z","Falta tapita acrilica del manometro del regulador de aire en detector de metales #G1-1104","Cerrada"
"512","Roja","Alimentación y Extrusión","Media","2019-06-12T23:10:10.000Z","Manguera de aislacion de agua fria rota / deteriorada, gotea agua condensadad en extrusor #G1-1107","Cerrada"
"510","Roja","Calandrado","Media","2019-06-12T23:10:10.000Z","Bandejas colectoras de aceite bajo cardan desagotan en piso y en fosa rediseñar #G2-1105","Cerrada"
"511","Roja","Calandrado","Media","2019-06-12T23:10:10.000Z","Cilindro de rolo tractor con perdida de aire #G2-1106","Cerrada"
"513","Roja","Alimentación y Extrusión","Alta","2019-06-12T23:10:10.000Z","Falta acceso / plataforma / baranda a tolva de alimentacion  #G1-1108","Cerrada"
"514","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","El piso del montacarga en Planta de mezcaldo se encuentra a desnivel con respecto a planta baja y pisos 1, 2, 3 #G4-1109","Cerrada"
"515","Roja","Planta de Mezclado","Alta","2019-06-12T23:10:10.000Z","El micro de la puerta doble del Montacarga del lado de adentro no esta censando y el montacarga sube y baja igual #G4-1110","Cerrada"
"516","Roja","Planta de Mezclado","Alta","2019-06-13T23:10:10.000Z","cambiar oring de clapeta de la valvula -tolva -p1 #G4-1059","Cerrada"
"517","Roja","Alimentación y Extrusión","Alta","2019-06-19T23:10:10.000Z","Suciedad excesiva en tapa de tolva de alimentacion #G1-1087","Cerrada"
"526","Roja","Planta de Mezclado","Alta","2019-06-21T23:10:10.000Z","Repara y poner en funcionamiento el sistema de vacio en el mezclador para reducir contaminacion producto de la acumulacion #G4-1111","Cerrada"
"527","Roja","Servicios Auxiliares","Alta","2019-06-26T23:10:10.000Z","Caño de 1/2"" corroido filtra agua en cuarto de bombas de frios #G3-1008","Cerrada"
"528","Roja","Calandrado","Alta","2019-07-01T23:10:10.000Z","Falta tornillo fijador #G2-1088","Cerrada"
"529","Roja","Calandrado","Alta","2019-07-01T23:10:10.000Z","Controlar funcionamiento de rolo laminadores #G2-1089","Cerrada"
"530","Roja","Calandrado","Alta","2019-07-01T23:10:10.000Z","Variacion de temperatura en camisa extrusor #G2-1090","Cerrada"
"531","Roja","Calandrado","Alta","2019-07-02T23:10:10.000Z","Flexible salida bomba de vacio pinchada , pierde agua  #G2-1007","Cerrada"
"547","Roja","Calandrado","Alta","2019-07-03T23:10:10.000Z","Bobinadores azul demora en arrancar y gira pesado  #G2-1112","Cerrada"
"549","Roja","Planta de Mezclado","Baja","2019-07-03T23:10:10.000Z","Perdida de compuesto en el silo (1) parte superior  #G4-1114","Cerrada"
"548","Roja","Calandrado","Baja","2019-07-03T23:10:10.000Z","Rejas de proteccion sueltas  #G2-1113","Cerrada"
"550","Roja","Planta de Mezclado","Baja","2019-07-03T23:10:10.000Z","Cable de telefono casa rota #G4-1115","Cerrada"
"551","Roja","Planta de Mezclado","Alta","2019-07-03T23:10:10.000Z","El cable de las valvulas de descarga de liquido estan sueltos y se enganchan al abrir el turbo con peligro de corte  #G4-1117","Cerrada"
"552","Roja","Planta de Mezclado","Alta","2019-07-03T23:10:10.000Z","El cable de la valvula de los aditivos esta suelto y al abrir el turbo se engancha con posibilidad de corte  #G4-1118","Cerrada"
"554","Roja","Planta de Mezclado","Alta","2019-07-03T23:10:10.000Z","Normalizar coneccion de aire  #G4-1120","Cerrada"
"553","Roja","Planta de Mezclado","Alta","2019-07-03T23:10:10.000Z","Puente grua sin alarma ni baliza  #G4-1119","Cerrada"
"555","Roja","Planta de Mezclado","Media","2019-07-03T23:10:10.000Z","Cable de calefactor esta en el piso y atado c/ precinto a la baranda . Normalizar conexión #G4-1121","Cerrada"
"556","Roja","Planta de Mezclado","Alta","2019-07-03T23:10:10.000Z","Bajar tiempo de mezclado en automatico de master de 20 min a 10 "" #G4-1122","Cerrada"
"558","Roja","Planta de Mezclado","Media","2019-07-03T23:10:10.000Z","Estanteria ladeadas #G4-1124","Cerrada"
"557","Roja","Planta de Mezclado","Media","2019-07-03T23:10:10.000Z","La valvula manual de apertura de inodoro esta rota , atada con precinto  #G4-1123","Cerrada"
"559","Roja","Planta de Mezclado","Alta","2019-07-03T23:10:10.000Z","Al bajar de la escalera,se mentenos los desdos entre la regilla del monta carga y el pasa manos #G4-1125","Cerrada"
"560","Roja","Calandrado","Media","2019-07-03T23:10:10.000Z","Colocar toma en equipo de extruccion , pero enchufar titan  #G2-1129","Cerrada"
"561","Roja","Planta de Mezclado","Alta","2019-07-03T23:10:10.000Z","Colocar nuevamente el tamizador  #G4-2100","Abierta"
"572","Roja","Planta de Mezclado","Media","2019-07-23T23:10:10.000Z","Sacar , cambiar de lugar no se necesita  #G4-2191","Cerrada"
"576","Roja","Planta de Mezclado","Alta","2019-07-25T23:10:10.000Z","La descarga de scrap esta atada con juncho  #G4-1126","Cerrada"
"577","Roja","Alimentación y Extrusión","Alta","2019-07-25T23:10:10.000Z","Falta aislación alta temperatura caño de entrada aceite a yunto extrusor. #G1-2172","Cerrada"
"578","Roja","Calandrado","Alta","2019-07-25T23:10:10.000Z","Herramientas de limpieza sin lugar definido -hacer soporte  #G2-2188","Cerrada"
"579","Roja","Planta de Mezclado","Alta","2019-07-25T23:10:10.000Z","El cobertor y prensacable esta roto . #G4-2194","Cerrada"
"580","Roja","Planta de Mezclado","Media","2019-07-25T23:10:10.000Z","Caja de coneccion de recipiente liquido seco - recambio piso 3 #G4-2196","Cerrada"
"581","Roja","Planta de Mezclado","Media","2019-07-25T23:10:10.000Z","Eliminar balanza turbo chico  #G4-2197","Cerrada"
"582","Roja","Planta de Mezclado","Alta","2019-07-25T23:10:10.000Z","Las tolvas estan en el centro del pasillo y estan ubicadadas a la altura de la cabeza , riesgo de golpe. #G4-2198","Abierta"
"583","Roja","Planta de Mezclado","Alta","2019-07-25T23:10:10.000Z","Cable / conrrugado / cobertor de energia electrica esta colgando del cable por tener largo menor al cable  #G4-2199","Cerrada"
"584","Roja","Planta de Mezclado","Alta","2019-07-25T23:10:10.000Z","Manguera de alimentacion de resina , esta cortada y con cinta. #G4-2200","Cerrada"
"585","Roja","Planta de Mezclado","Media","2019-07-25T23:10:10.000Z","Manguera celeste desordenada y con partes fuera de uso. #G4-2201","Cerrada"
"586","Roja","Planta de Mezclado","Alta","2019-07-25T23:10:10.000Z","Perdida de agua de caño arriba de maxi bidon y se inunda con peligro de electrocusion  #G4-2202","Cerrada"
"609","Roja","Planta de Mezclado","Media","2019-07-26T23:10:10.000Z","Perdida de resina en la tapa del tornillo  #G4-1116","Cerrada"
"610","Roja","Alimentación y Extrusión","Alta","2019-07-26T23:10:10.000Z","Los tornillos de la tapa del extrusor son cortos para la nueva camisa. #G1-2162","Cerrada"
"611","Roja","Alimentación y Extrusión","Alta","2019-07-26T23:10:10.000Z","Caño de entrada y salida de aceite camisa planetario sin ailación ni protección #G1-2171","Cerrada"
"612","Roja","Alimentación y Extrusión","Alta","2019-07-26T23:10:10.000Z","Falta aislación alta temperatura de caño de aceite térmico en camisa extrusor. #G1-2173","Cerrada"
"613","Roja","Planta de Mezclado","Baja","2019-07-26T23:10:10.000Z","El turbo chico esta sin uso . Eliminar desarollar mezcla de parada en enfriador / mezclador de master  #G4-2181","Cerrada"
"614","Roja","Planta de Mezclado","Alta","2019-07-26T23:10:10.000Z","La coneccion debajo de silo de scrap esta con un PVC  en forma provisoria colocar manguera  #G4-2182","Cerrada"
"615","Roja","Planta de Mezclado","Media","2019-07-26T23:10:10.000Z","La descarga del silo de scrap deriva en una tolva triangular /quedando inclinada . Eliminar doble coneccion dejando caño directo  #G4-2183","Cerrada"
"616","Roja","Planta de Mezclado","Alta","2019-07-26T23:10:10.000Z","La bomba de aspiracion para tramsporte de aditivos solidos esta funcionando siempre . Colocar switch p/q este en on/off  cuando haga falta.  #G4-2184","Cerrada"
"617","Roja","Planta de Mezclado","Alta","2019-07-26T23:10:10.000Z","Tablero electrico en mala condicion peligro de falla , problema de seguridad de choque electrico . #G4-2185","Cerrada"
"618","Roja","Planta de Mezclado","Alta","2019-07-26T23:10:10.000Z","El motor del dosificador de compuesto esta roto y no funciona. #G4-2186","Cerrada"
"619","Roja","Planta de Mezclado","Alta","2019-07-26T23:10:10.000Z","el motor del dosificador de compuesto esta roto y no funciona  #G4-2186","Cerrada"
"620","Roja","Calandrado","Media","2019-07-26T23:10:10.000Z","Colocar fuente de electricidad en soporte-peligro que se caiga #G2-2187","Abierta"
"621","Roja","Planta de Mezclado","Alta","2019-07-26T23:10:10.000Z","Soporte de viejo transitube arriba del enfriador no se usa  #G4-2190","Cerrada"
"622","Roja","Planta de Mezclado","Media","2019-07-26T23:10:10.000Z","El puesto de CPU de turbose saco y quedo el cable de red colgado . #G4-2192","Cerrada"
"623","Roja","Planta de Mezclado","Media","2019-07-26T23:10:10.000Z","La electrovalvula de la llave maniual del tornillo de resina tiene cortado el cable  #G4-2193","Cerrada"
"631","Roja","Alimentación y Extrusión","Alta","2019-07-27T23:10:10.000Z","La nueva camisa del extrusor no tiene forma de fijar la bisagra del adaptador #G1-2161","Cerrada"
"632","Roja","Planta de Mezclado","Media","2019-07-27T23:10:10.000Z","Baranda de seguridad 3ª piso , mejorar . #G4-2195","Cerrada"
"633","Roja","Calandrado","Alta","2019-07-29T23:10:10.000Z","Piso de senda peatonal resbaladizo  #G2-2156","Cerrada"
"634","Roja","Alimentación y Extrusión","Alta","2019-07-29T23:10:10.000Z","Para ajustar los tornillos de la tapa se requiere quitar la protección de alta temperatura. #G1-2174","Cerrada"
"637","Roja","Alimentación y Extrusión","Alta","2019-07-30T23:10:10.000Z","Falta pasamanos escaleras y escalones antideslizante #G1-2155","Cerrada"
"636","Roja","Calandrado","Alta","2019-07-30T23:10:10.000Z","Tablero electrico a la par de la puerta que da al turbo en malas condiciones  #G2-2154","Cerrada"
"638","Roja","Alimentación y Extrusión","Alta","2019-07-30T23:10:10.000Z","Falta baranda  #G1-2157","Cerrada"
"640","Roja","Servicios Auxiliares","Media","2019-08-05T23:10:10.000Z","Fuga aire  #G3-1005","Cerrada"
"639","Roja","Calandrado","Media","2019-07-31T23:10:10.000Z","Perdida de aceites en centralina de rolos #G2-2175","Abierta"
"646","Roja","Planta de Mezclado","Media","2019-08-07T23:10:10.000Z","El filtro de aire de los silos no contiene elemento filtrante.Colocar Filtro a la carcaza .Establecer frecuencia de cambio. #G4-2148","Abierta"
"647","Roja","Planta de Mezclado","Media","2019-08-07T23:10:10.000Z","El flap del filtro de succion del filtro de aire es de metal y esta oxidado.Reemplazar el flap por uno de acero inoxidable. #G4-2149","Cerrada"
"648","Roja","Alimentación y Extrusión","Baja","2019-08-07T23:10:10.000Z","Aislante dañado sin cobertura y desingtegrándose. #G1-2166","Cerrada"
"653","Roja","Alimentación y Extrusión","Alta","2019-08-08T23:10:10.000Z","Pieza rotativa al descubierto #G1-2160","Cerrada"
"654","Roja","Alimentación y Extrusión","Media","2019-08-08T23:10:10.000Z","Pieza rotativa al descubierto  #G1-2165","Cerrada"
"656","Roja","Servicios Auxiliares","Alta","2019-08-11T23:10:10.000Z","Comando del 1 par de fior no funciona #G3-2088","Cerrada"
"657","Roja","Servicios Auxiliares","Alta","2019-08-11T23:10:10.000Z","Circuito de comando del 2 par de frio no funciona #G3-2089","Cerrada"
"658","Roja","Servicios Auxiliares","Alta","2019-08-11T23:10:10.000Z","Circuito de comando del 3 par de frio no Funciona #G3-2090","Cerrada"
"659","Roja","Servicios Auxiliares","Media","2019-08-11T23:10:10.000Z","Cables fuera del prenza cable #G3-2092","Cerrada"
"660","Roja","Servicios Auxiliares","Media","2019-08-11T23:10:10.000Z","Cables Fuera del Prenza Cable #G3-2093","Cerrada"
"661","Roja","Planta de Mezclado","Media","2019-08-12T23:10:10.000Z","Superficie desgastada.Posible contaminacion por particulas.Alimentacion de recuperado #G4-2165","Cerrada"
"662","Roja","Servicios Auxiliares","Media","2019-08-13T23:10:10.000Z","Señalización de tableros electricos sin identificación #G3-1006","Cerrada"
"663","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","La tolva del ciclon de aditivos solidos no posee limpieza automatica #G4-2130","Cerrada"
"664","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","El filtro del ciclon de aditivos solidos no es adecuado .Perdida de material.Muchos erroes causado por le filtro,riesgo de contaminacion por reustilizacion de filtros,contaminacion del ambiente. #G4-2131","Cerrada"
"665","Roja","Planta de Mezclado","Media","2019-08-13T23:10:10.000Z","falta de aire comprimido para limpieza interior de tolva-la coneccion para limpieza esta realizada.Riesgo de adhesion en las paredes de la tolva. #G4-2133","Cerrada"
"666","Roja","Planta de Mezclado","Media","2019-08-13T23:10:10.000Z","LA tolva no tiene esturctura para filtro insltada #G4-2134","Cerrada"
"667","Roja","Planta de Mezclado","Media","2019-08-13T23:10:10.000Z","Salida de valvula Y de resina que enviaba a turbo chico abierta- #G4-2135","Cerrada"
"668","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","Reduccion de diametro de cañeria en direccion del flujo-Riesgo de bloqueo de cañeria #G4-2136","Abierta"
"669","Roja","Planta de Mezclado","Media","2019-08-13T23:10:10.000Z","Sin filtro secundariopara filtro secundario.Carga de material demasiado alta o baja durante el transporte. #G4-2137","Cerrada"
"671","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","Filtros sucios de ventilacion en balanzas y tolvas.Falta de estructura de soporte para el filtro. #G4-2139","Cerrada"
"670","Roja","Planta de Mezclado","Media","2019-08-13T23:10:10.000Z","Tolva de transporte de aditivo solido bajo balanzas con daño en su superficie interna.Riesgo de contaminacion con particulas de pintura proveniente de superficie interna de tolva. #G4-2138","Abierta"
"672","Roja","Planta de Mezclado","Media","2019-08-13T23:10:10.000Z","Chequear la superficie interior  de las tolvas de aditivos solidos.Riesgo de contaminacion con particulas de la superficie. #G4-2140","Cerrada"
"673","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","Aspiracion de aire sin proteccion con acceso a ventilador.Riesgo de contacto con partes del ventilador. #G4-2141","Cerrada"
"674","Roja","Planta de Mezclado","Baja","2019-08-13T23:10:10.000Z","El caño de aire comprimido muestra corrosion.Riesgo de contaminacion con particulas,dependioendo de la calidad del aire. #G4-2142","Abierta"
"675","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","El Tablero electrico no esta con proteccion contra la humedad. #G4-2143","Cerrada"
"676","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","mal estado de los cables y equipos eléctricos, por ejemplo, cables porosos, cajas dañadas y prensaestopas. Riesgo de falla en transporte de resina #G4-2144","Abierta"
"677","Roja","Servicios Auxiliares","Media","2019-08-13T23:10:10.000Z","Lugar de dificl acceso para limpiar de las bandejas de bombas de aceite de rolos laminadores #G3-2145","Cerrada"
"678","Roja","Planta de Mezclado","Alta","2019-08-13T23:10:10.000Z","conexión floja entre la tubería y el acoplamiento de la tubería.riesgo de contaminacion por esta abierta, por ejemplo polvo o insectos. #G4-2146","Cerrada"
"679","Roja","Planta de Mezclado","Baja","2019-08-13T23:10:10.000Z","Los caños de los dos silos  de resina estan conectados para alimentar juntos a la planta de mezclado-Riesgo de contaminacion cruzada de los dos silos. #G4-2147","Abierta"
"683","Roja","Servicios Auxiliares","Alta","2019-08-14T23:10:10.000Z","Seccionadora TIH (13) sin identificación #G3-2119","Cerrada"
"690","Roja","Servicios Auxiliares","Media","2019-08-15T23:10:10.000Z","cable suelto sin aislar #G3-2103","Cerrada"
"689","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Cable cortado y perdida de agua #G3-2102","Cerrada"
"691","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Fuga de aceite #G3-2104","Cerrada"
"692","Roja","Servicios Auxiliares","Media","2019-08-15T23:10:10.000Z","Contactor 2F Puente 11-19 #G3-2105","Cerrada"
"693","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Ventilador Inyector de aire en el piso #G3-2111","Cerrada"
"694","Roja","Servicios Auxiliares","Baja","2019-08-15T23:10:10.000Z","Perdida de Aceite en Brida #G3-2112","Cerrada"
"696","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Cable canal muy deteriorado, cable precinto 8428427 #G3-2114","Cerrada"
"695","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Tablero con cerradura dañada #G3-2113","Cerrada"
"697","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Guarda motor reporte de precinto 848010 de termografia #G3-2115","Cerrada"
"698","Roja","Alimentación y Extrusión","Alta","2019-08-15T23:10:10.000Z","Yunto sostenido con cadena y precinto. #G1-2116","Cerrada"
"699","Roja","Alimentación y Extrusión","Media","2019-08-15T23:10:10.000Z","Acceso entre calentadores y escalera a plataforma C43 con poco espacio. Modificar el lugar de la escalera. #G1-2117","Cerrada"
"700","Roja","Alimentación y Extrusión","Baja","2019-08-15T23:10:10.000Z","Colocar abrazadera a las velas del ciclón para sujetar mejor y no usar precinto. #G1-2118","Cerrada"
"701","Roja","Alimentación y Extrusión","Alta","2019-08-15T23:10:10.000Z","Hidráulico de levantamiento de tolva forzadora no funciona. Reparar. #G1-2120","Cerrada"
"702","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Falta Diagrama Electrico e identificaci´n e tablero TCU Entex #G3-2121","Cerrada"
"703","Roja","Servicios Auxiliares","Alta","2019-08-15T23:10:10.000Z","Cables por el piso, despues de pintar el sector #G3-2122","Cerrada"
"704","Roja","Planta de Mezclado","Media","2019-08-15T23:10:10.000Z","Cables por el piso luego de pintar sector #G4-2122","Cerrada"
"705","Roja","Alimentación y Extrusión","Alta","2019-08-15T23:10:10.000Z","2° evento en el mes de desprendimiento de manguera de compuesto. Reemplazar acoples. #G1-2123","Cerrada"
"706","Roja","Servicios Auxiliares","Media","2019-08-15T23:10:10.000Z","Caño soporte Flojo medidor de presión flojo en rolos laminadores  #G3-2124","Cerrada"
"707","Roja","Alimentación y Extrusión","Media","2019-08-15T23:10:10.000Z","Cuando se usa el puente grúua choca el cubre escalera del último nivel de alimentación donde están los silos y ciclón #G1-2126","Cerrada"
"708","Roja","Calandrado","Alta","2019-08-15T23:10:10.000Z","Cambiar rodamientos de rolitos limpiadores #G2-2127","Cerrada"
"709","Roja","Alimentación y Extrusión","Baja","2019-08-15T23:10:10.000Z","Reparación de Válvula Cónica de Circuito Bomba de Vacío #G1-2163","Cerrada"
"710","Roja","Planta de Mezclado","Alta","2019-08-15T23:10:10.000Z","El clamp de atrás / frente a pared este suelto y no ajusta la tapa , ajustar para cierre hermetico y pierde  #G4-2178","Cerrada"
"711","Roja","Planta de Mezclado","Alta","2019-08-15T23:10:10.000Z","La maguera de coneccion a cañeria de descarga esta suelta brida/floja . Se debe ajustar  #G4-2179","Cerrada"
"712","Roja","Planta de Mezclado","Alta","2019-08-15T23:10:10.000Z","La valvula de liq 3 al abrir no descarga el caudad completo del que deberia largba un chorrito ver si abre bien  #G4-2180","Cerrada"
"734","Roja","Calandrado","Media","2019-08-20T23:10:10.000Z","Tapa Teclado OCS Caida. Faltan tornillos bisagra #G2-3065","Cerrada"
"733","Roja","Alimentación y Extrusión","Alta","2019-08-20T23:10:10.000Z","Falla sensor de nivel ciclón de compuesto, se llena derramando compuesto #G1-2099","Cerrada"
"735","Roja","Calandrado","Media","2019-08-20T23:10:10.000Z","Instalacion neumatica corte central defectuosa - EV suelta, mangueras cortas, falta reguladores de caudal #G2-3067","Cerrada"
"736","Roja","Planta de Mezclado","Media","2019-08-21T23:10:10.000Z","No existe interruptor de seguridad en la tapa de tornillo de transporte  #G4-3119","Abierta"
"737","Roja","Planta de Mezclado","Alta","2019-08-21T23:10:10.000Z","Se produce un codo en  la cañeria debajo de la salida /descarga de tolva posterior al tornillo de trasporte (podria atascarse material en el codo  #G4-3120","Cerrada"
"738","Roja","Planta de Mezclado","Media","2019-08-21T23:10:10.000Z","No existe filtro de aire secundario ajustable debajo de descarga tolva de tornillo de trasporte  #G4-3122","Abierta"
"739","Roja","Planta de Mezclado","Alta","2019-08-21T23:10:10.000Z","Posible bloqueo por compactacion de material molido en transporte a tornillo #G4-3123","Cerrada"
"740","Roja","Planta de Mezclado","Alta","2019-08-21T23:10:10.000Z","Acceso a la valvula deslizante se encuentra desprotejida  #G4-3124","Cerrada"
"742","Roja","Planta de Mezclado","Alta","2019-08-21T23:10:10.000Z","La rueda motriz giratoria del mezclado en caliente no esta correctamente protegida  #G4-3126","Cerrada"
"745","Roja","Planta de Mezclado","Media","2019-08-22T23:10:10.000Z","Tolva de liquidos con perdidas en valvula de descarga de liquidos  #G4-2177","Cerrada"
"758","Roja","Alimentación y Extrusión","Alta","2019-08-22T23:10:10.000Z","Pérdida de aceite/agua en foza central, nivel 0 #G1-3000","Cerrada"
"759","Roja","Planta de Mezclado","Media","2019-08-22T23:10:10.000Z","Tablero de casa de aire #G4-3089","Cerrada"
"760","Roja","Planta de Mezclado","Alta","2019-08-22T23:10:10.000Z","Perdida de compuesto  #G4-3090","Cerrada"
"761","Roja","Planta de Mezclado","Alta","2019-08-22T23:10:10.000Z","Cilindro descarga no funciona  #G4-3091","Cerrada"
"762","Roja","Alimentación y Extrusión","Alta","2019-08-22T23:10:10.000Z","Fuelle tornillo alimentador, pérdida dificil de ajustar #G1-3092","Cerrada"
"763","Roja","Alimentación y Extrusión","Alta","2019-08-22T23:10:10.000Z","Perdida de aceite en reductor tornillo alimentador #G1-3093","Cerrada"
"764","Roja","Alimentación y Extrusión","Alta","2019-08-22T23:10:10.000Z","Cable Pelado ventilado de motor adaptador #G1-3094","Cerrada"
"765","Roja","Planta de Mezclado","Alta","2019-08-22T23:10:10.000Z","Sensor de nivel en desuso roto y acumula polvo en su interior -desprende pedazos de goma  #G4-3108","Cerrada"
"766","Roja","Planta de Mezclado","Media","2019-08-22T23:10:10.000Z","La tolva que recibe el scrap del tornillo de transporte , debe revisarse la superfici interna . El agitador no es adecuado (recuperado) #G4-3115","Cerrada"
"767","Roja","Planta de Mezclado","Alta","2019-08-22T23:10:10.000Z","No existe interruptor de seguridad en la manija de la tolva que recibe el recuperado del tornillo de trasporte  #G4-3116","Abierta"
"768","Roja","Planta de Mezclado","Media","2019-08-22T23:10:10.000Z","Tolva de liquido con perdidas en valvula de descarga de liquido  #G4-3117","Cerrada"
