"N°","Color","Equipo Autonomo","Prioridad","Fecha apertura","Descripción anomalia","Estado actual"
"183","Amarilla","Alimentación y Extrusión","Alta","2020-11-01T03:42:36.370Z","Chapón hundido puede provocar caída.","Cerrada"
"184","Amarilla","Calandrado","Baja","2020-11-01T03:42:36.650Z","Plataforma deformada -  lado tablero ","Abierta"
"188","Amarilla","Alimentación y Extrusión","Alta","2020-11-01T03:42:36.234Z","Pasillo de ingreso lateral a planetario suelto. #G1-2619","Cerrada"
"187","Amarilla","Alimentación y Extrusión","Media","2020-11-01T03:42:36.074Z","Chapa de registro 3º piso, suelta al extraer planetario. #G1-2618","Cerrada"
"188","Amarilla","Alimentación y Extrusión","Alta","2020-11-01T03:42:36.546Z","Chapón hundido puede provocar caída. #G1-2661","Cerrada"
"189","Amarilla","Planta de Mezclado","Media","2021-01-20T15:48:56.913Z","El operador de Molino baja la zorrita por la escalera de turbo","Cerrada"
"190","Amarilla","Planta de Mezclado","Alta","2021-01-20T15:53:03.593Z","El elevador queda unos milímetros por encima del nivel del piso en planta baja dificultando la subida de la zorra manual al elevador.","Cerrada"
"191","Amarilla","Cortadora WT","Media","2021-02-25T13:13:13.630Z","Tomas sueltos en linea de empaque ","Cerrada"
"192","Amarilla","Cortadora WT","Media","2021-02-26T23:39:27.313Z","cuando se mueve el carro no hay ninguna alerta (acústica o visual) que indique que el mismo está en movimiento","Cerrada"
"193","Amarilla","Cortadora WT","Media","2021-02-26T23:40:46.682Z","Bobinadores de refile sin sensores ni protección en caso de atrapamiento","Cerrada"
"194","Amarilla","Cortadora WT","Media","2021-02-27T10:15:01.805Z","Pérdida de aceite en centralina gotea sobre el equipo y el piso","Abierta"
"195","Amarilla","Cortadora WT","Alta","2021-02-27T10:16:37.388Z","Falta tapa de botón stop - cables sueltos","Cerrada"
"196","Amarilla","Cortadora WT","Media","2021-02-27T10:26:22.108Z","Puerta tablero PC faltan las bisagras - Riesgo de caída de puerta","Cerrada"
"197","Amarilla","Cortadora WT","Media","2021-02-27T10:27:51.452Z","Bandeja porta cables sin tapa - Cables expuestos","Cerrada"
"198","Amarilla","Cortadora WT","Alta","2021-02-27T10:58:52.562Z","Rejilla protectora ventilador freno desbobinador lado operador rota. Riesgo de corte","Cerrada"
"199","Amarilla","Cortadora WT","Media","2021-02-27T11:00:37.431Z","Guía de cables de carro 2 portabobinas está muy baja, riesgo de golpes de operadores o tocar con la véntola","Cerrada"
"200","Amarilla","Cortadora WT","Alta","2021-02-27T11:02:38.498Z","Tablero eléctrico lado sur abierto","Cerrada"
"201","Amarilla","Cortadora WT","Baja","2021-02-27T11:11:31.560Z","Boca de cables desbobinador lado tracción sin tapa - lugar de difícil limpieza","Cerrada"
"202","Amarilla","Cortadora WT","Media","2021-02-27T11:12:46.350Z","Defensa derecha desbobinador lado tracción sin abulonar al piso","Cerrada"
"203","Amarilla","Cortadora WT","Media","2021-02-27T11:15:03.859Z","Falta cuerda de parada de emergencia","Cerrada"
"204","Amarilla","Cortadora WT","Baja","2021-02-27T11:21:14.465Z","Falta protección de seguridad cinta transportadora lado opuesto al sector de trabajo del empacador","Cerrada"
"205","Amarilla","Cortadora WT","Media","2021-02-27T13:46:33.523Z","Poca iluminación sector desbobinador (techo)","Cerrada"
"206","Amarilla","Cortadora WT","Media","2021-02-27T13:48:33.492Z","No están terminadas las líneas amarillas que demarcan los sectores de riesgo","Cerrada"
"207","Amarilla","Cortadora WT","Alta","2021-02-27T13:51:06.098Z","Protección de ventilador de freno desbobinador permite pasar la mano. No se nota cuando el ventilador está en marcha","Cerrada"
"208","Amarilla","Laminadora","Media","2021-03-05T15:39:08.649Z","cerradura tablero externo sobre pasillo técnico no cierra","Cerrada"
"1658","Amarilla","Alimentación y Extrusión","Alta","2021-03-22T13:15:42.939Z","DEbido a una falla en el calenatador del tornillo del planetario saltan las térmicas de las resistencias y para evitar el problema de variación de temperatura 10-16 °C el líder de maquina resetea metiendo las manos en el tablero.","Cerrada"
"1659","Amarilla","Servicios Auxiliares","Media","2021-04-08T17:00:48.269Z","Área de las bombas de estiro muy resbaladiza, lado pared oeste  ","Cerrada"
"1660","Amarilla","Cortadora Euromac","Media","2021-04-10T16:32:08.625Z","Ruido elevado cortadora de bujes Caixeiro","Cerrada"
"1661","Amarilla","Cortadora Euromac","Media","2021-04-10T16:33:36.452Z","Véntola obstruyendo el pasillo de circulación. No tiene lugar definido","Abierta"
"1662","Amarilla","Cortadora Euromac","Media","2021-04-10T16:35:24.669Z","Al ingresar a la sala pharma, no se puede ver quien viene del otro lado de la puerta. Riesgo de golpe","Abierta"
"1663","Amarilla","Cortadora Euromac","Media","2021-04-10T17:34:47.112Z","Escalera inestable para acceder al pasaje","Cerrada"
"1664","Amarilla","Cortadora Euromac","Media","2021-04-10T17:45:46.205Z","Manguera de aire tirada en el piso se enrieda al pasar","Cerrada"
"1665","Amarilla","Cortadora Euromac","Alta","2021-04-10T17:47:17.358Z","Carro portabobinas eléctrico pega en el techo del portón de acceso","Cerrada"
"1666","Amarilla","Planta de Mezclado","Alta","2021-04-14T12:11:09.376Z","CHOQUE Y RUPTURA DE JAULA DE CONTACION ","Abierta"
"1667","Amarilla","Cortadora WT","Alta","2021-04-14T16:23:01.611Z","se observa toma corriente suelto debajo de la linea , expuesto a ser dañado por bobinas , riego eléctrico 
  ","Cerrada"
"1668","Amarilla","Alimentación y Extrusión","Alta","2021-04-20T23:02:34.067Z","EL PISO DEL EXTRUSOR QUEDA UN HUECO CUANDO ESTA EN FUNCIONAMIENTO LA MAQUINA LADO TRACCION PUEDE PROVOCAR CAIDA  SOBRE LOS ROLOS LAMINADORES CUANDO SE LIMPIAN LOS MISMOS","Cerrada"
"1669","Amarilla","Planta de Mezclado","Alta","2021-04-21T14:21:31.524Z","Material en tarimas que no se pueden colocar en el montacarga por la tarima y altura ,se esta elevando desde el nivel del piso ,autorizado por el supervisor.","Abierta"
"1670","Amarilla","Planta de Mezclado","Alta","2021-04-21T14:29:45.469Z","Se debe colocar debajo de la plataforma de big bag  para abrir el big-bag lo que pone en riesgo si se cae porque vienen las mangas adentro y debemos elevar lo para abrirlo. Big Bag resina S58","Abierta"
"1671","Amarilla","Calandrado","Alta","2021-04-22T15:18:59.117Z","Riesgo de golpe cuando se desarma el yunto ya que se debe usar un martillo como herramienta auxiliar para golpear la llave asi poder aflojar y desarmar el yunto ","Cerrada"
"1672","Amarilla","Alimentación y Extrusión","Alta","2021-05-16T00:08:57.581Z","se ajusta de forma manual la tapa de la camisa del tornillo del extrusor","Cerrada"
"1673","Amarilla","Cortadora Euromac","Baja","2021-05-19T21:17:04.077Z","Operario deja planchas de cartón apoyadas en el portón de salida","Abierta"
"1674","Amarilla","Cortadora Euromac","Baja","2021-05-19T21:18:17.640Z","Operario deja bolsas arriba del puesto de empaque de manera desordenada","Abierta"
"1675","Amarilla","Calandrado","Media","2021-05-20T20:07:52.992Z","La mesa para control de deformación obstruye la senda peatonal.","Cerrada"
"1676","Amarilla","Calandrado","Alta","2021-05-24T13:04:06.495Z","falta protección en sector caja de rolos de estiro en lado interior (fosa)","Cerrada"
"1677","Amarilla","Calandrado","Media","2021-05-25T16:03:14.326Z","rieles para  carro  de rolos en unión queda un hueco","Abierta"
"1678","Amarilla","Calandrado","Alta","2021-05-26T10:34:43.340Z","flexible colgando en entrada de fosa ","Abierta"
"1679","Amarilla","Planta de Mezclado","Alta","2021-05-26T15:42:13.112Z","CUCHILLA DE GUILLOTINA SIGUIO BAJANDO SIN LA MANIPULACION DEL OPERARIO","Cerrada"
"1680","Amarilla","Calandrado","Alta","2021-05-27T12:30:15.924Z","FALTA CLIP DE SEGURIDAD EN TORNILLOS DE ESLINGA PUENTE GRUA 
BOBINADORES","Cerrada"
"1681","Amarilla","Servicios Auxiliares","Media","2021-05-28T15:41:41.512Z","Tablero sin  identificación de Riesgo Electrico","Cerrada"
"1682","Amarilla","Servicios Auxiliares","Media","2021-05-28T15:45:01.001Z","TABLERO DEL AREA DE SOLDADURA SIN IDENTIFICACION DE RIESGO ELECTRICO","Cerrada"
"1683","Amarilla","Servicios Auxiliares","Alta","2021-05-28T15:48:09.098Z","AREA SIN CARTEL DE RIESGO DE ATRAPAMIENTO, Y ES AREA CON EQUPOS ROTATIVOS MANUALES","Cerrada"
"1684","Amarilla","Servicios Auxiliares","Alta","2021-05-28T15:56:05.331Z","ESTANTERIA DESNIVELADA, POSIBLE CAUSA DE CAIDA","Cerrada"
"1685","Amarilla","Servicios Auxiliares","Alta","2021-05-28T15:59:06.900Z","DEFENZA CON CHAPA LEVANTADA, AL INGRESO DE SALA DE L43","Cerrada"
"1686","Amarilla","Planta de Mezclado","Alta","2021-05-31T16:38:00.035Z","Escalera de uso para bolsones sin baranda de protección ","Cerrada"
"1687","Amarilla","Planta de Mezclado","Alta","2021-05-31T16:39:37.882Z","Escalera pequeña de trabajo en área de bolsones sin baranda de protección","Cerrada"
"1688","Amarilla","Alimentación y Extrusión","Alta","2021-05-31T16:41:57.463Z","Escalera de acceso al molino de tortas, sin pasamano para tres puntos de apoyo ","Cerrada"
"1689","Amarilla","Cortadora Euromac","Alta","2021-05-31T16:43:20.598Z","Escalera para pasaje sin pasamanos en el área del bobinador","Abierta"
"1690","Amarilla","Alimentación y Extrusión","Alta","2021-05-31T16:44:20.065Z","escalera para trabajo con los carros, sin pasamanos","Cerrada"
"1691","Amarilla","Planta de Mezclado","Alta","2021-05-31T19:22:19.612Z","Las dos escaleras que están en la zona de los silos donde se cargan los carros, las mismas no tienen pasamanos de un lado","Abierta"
"1692","Amarilla","Planta de Mezclado","Alta","2021-05-31T19:23:54.222Z","Escalera en el área de los tornillos en el primer piso, no tiene pasamanos","Abierta"
"1693","Amarilla","Alimentación y Extrusión","Alta","2021-06-10T18:15:36.764Z","PUERTA ACCESO A 1°NIVEL ABIERTA ENCINTADA ","Cerrada"
"1694","Amarilla","Planta de Mezclado","Alta","2021-06-11T14:33:38.324Z","Sala de tableros eléctrico (media tensión) obstruida con trípode para bolsas y con una escalera. ","Cerrada"
"1695","Amarilla","Cortadora Euromac","Alta","2021-06-28T07:02:04.014Z","  El empacador del turno noche de la Euro, pasa por debajo del porton que da al lado de la puerta de ingreso y salida al pulsar para que se baje este se desprende en forma repentina cayendo al piso y saliendo de las guias , por un instante no golpea al operario.","Cerrada"
"1696","Amarilla","Calandrado","Alta","2021-07-05T18:42:22.543Z","Muchas bobinas entre estantería púeden producir un accidente","Abierta"
"1697","Amarilla","Cortadora WT","Alta","2021-07-14T12:43:03.171Z","El operario se sube arriba de la cinta transportadora para hacer el cambio de rollos de bolsas de PE ","Abierta"
"1697","Amarilla","Cortadora WT","Alta","2021-07-14T12:43:03.679Z","El operario se sube arriba de la cinta transportadora para hacer el cambio de rollos de bolsas de PE ","Abierta"
"1698","Amarilla","Servicios Auxiliares","Alta","2021-07-19T08:30:34.740Z","Rejilla que cubren canaletas alrededor bombas rolos laminadores están levantadas, están justo al lado de senda peatonal al pasar cuando se estaba largando la maquina operario se tropezó.","Cerrada"
"1699","Amarilla","Servicios Auxiliares","Alta","2021-07-20T14:38:03.560Z","Se observa abierta la puerta del tablero eléctrico de los motores de las cuchillas de refile ","Cerrada"
"1700","Amarilla","Calandrado","Media","2021-07-22T17:26:35.246Z","escalera que esta al ingreso a la fosa esta suelta, al querer salir se levanto. puede ocasionar accidente","Abierta"
"1701","Amarilla","Servicios Auxiliares","Media","2021-07-24T00:23:50.463Z","Se observa que para sacar las muestras de calidad el operario utiliza una escalera sin baranda y tiene que subir hasta el ultimo peldaño sin tener nada a que sujetarse salvo el bolsón, una mala maniobra o movimiento puede ocasionar una caída.","Abierta"
"1702","Amarilla","Alimentación y Extrusión","Alta","2021-07-24T01:52:24.109Z","  En reiteradas oportunidades se recibe la maquina con la cabina de vacio abierta , esto hace que todos los gases que emana la masa caliente salgan al ambiente de la planta incrementando el humo en la misma generando contaminacion ambiental perjudicial para la salud y tambien para los materiales, el condensado que se produce en la misma cae al interior del extrusor ensuciando mucho la zona.","Abierta"
"1703","Amarilla","Calandrado","Alta","2021-07-24T02:03:43.955Z","  Debajo del tren de estiro se estan colocando tarimas de 750*750 sobre la malla antidaslizante , la misma se utiliza para realizar el pasaje durante las largadas y se las deja en el sector, en un elemento suelto que se desliza con facilidad lo cual puede provocar caidas y leciones importantes debido a los elementos del sector.","Abierta"
"1704","Amarilla","Cortadora WT","Alta","2021-07-26T12:20:17.248Z","En el día de la fecha se observa que se está utilizando la embolsadora de la línea empaque con bobinas que no respetan la especificación de pesó máximo, que si leen la hoja técnica de la misma verán que especifica 120 kg mientras que las que se están pasando por línea en este momento tienen 160 kg. Esto es un riesgo para la integridad de la línea y también para el operario ya que las bobinas cuando pasan del carro al plano inclinado el primero se levanta de la parte posterior provocando que la bobina golpee fuertemente sobre el plano inclinado y pudiendo esta caerse hacia los costados.","Abierta"
"1705","Amarilla","Alimentación y Extrusión","Alta","2021-07-30T05:40:24.923Z","4 LAMPARAS DE ILUMINACION GENERAL EN SECTOR NO FUNCIONAN","Abierta"
"1706","Amarilla","Cortadora WT","Alta","2021-07-30T14:58:07.276Z","Bujes plásticos de 3"" para reutilizar vienen con los extremos dañados lo que complica a la hora de colocar en la barra, se hacen malas fuerzas y se corre el riesgo de golpes.","Abierta"
"1707","Amarilla","Alimentación y Extrusión","Alta","2021-08-01T07:49:13.455Z","NO FUNCIONA TITAN SE AJUSTA  MANUALMENTE ","Cerrada"
"1708","Amarilla","Cortadora WT","Alta","2021-08-02T00:36:03.805Z","  El dia 31/07 siendo aproximadamente las 18:00hs el operario de empaque turno tarde de la euro se acerca a la linea de empaque de la WT para realizar una consulta al operador de empaque de la WT, al apoyar la mano en la baranda naranja del final de linea zona de transporte por rodillos traccionados por cadena y piñones, uno en cada rodillo., de forma inmediata le atrapa uno de los dedos de la mano izquierda pasando el mismo entre la cadena y el piñon provocando una seria lecion por la cual fue asistido por el TEM y luego se lo traslada a Jesus Maria.","Cerrada"
"1709","Amarilla","Alimentación y Extrusión","Alta","2021-08-04T22:44:51.468Z","se trabaja con uñas levantadas de carros eléctrico para bobinas paradas  por no entrar el mismo en tarimas de 750x750mm siendo un peligro el uso de la misma","Abierta"
"1710","Amarilla","Alimentación y Extrusión","Alta","2021-08-06T19:00:22.494Z","aceite sobrepasa al piso rejilla de la fosa ","Cerrada"
"1711","Amarilla","Calandrado","Alta","2021-08-15T16:40:10.546Z","matafuego en el suelo al lado de portón entrada a empaque 
WT","Cerrada"
"1712","Amarilla","Alimentación y Extrusión","Alta","2021-08-18T16:27:18.469Z","FOZA  LLENA DE AGUA","Cerrada"
"1713","Amarilla","Servicios Auxiliares","Media","2021-08-20T00:14:23.129Z","Para sacar bobina de mesa volteadora hay que subirse a la misma y hacer bastante fuerza en una posición incomoda, para que la misma corra por los rodillos","Abierta"
"1714","Amarilla","Calandrado","Alta","2021-08-20T11:39:33.594Z","Tornillo de alimentacion de 2 piso de C43, falta sensor para parar el tornillo ante la apertura de la tapa","Abierta"
"1715","Amarilla","Servicios Auxiliares","Baja","2021-08-21T00:32:13.812Z","Cable que se utiliza para encender reflector que ilumina sector de tablero  maquina, esta sobre la pasarela con los enchufes que se pueden pisar y/o tropezar.","Cerrada"
"1716","Amarilla","Oficina","Alta","2021-08-25T14:38:04.603Z","Estantería en planta con material, con riesgo permanente de ser golpeada ( y lo que podría generar)","Abierta"
"1717","Amarilla","Alimentación y Extrusión","Alta","2021-08-30T06:55:54.457Z","PARRILLA DE DESAGOTE EN EL SUELO POR DONDE ENTRAN LOS CARROS DE COMPUESTO A CALANDRA TORCIDA Y SE LEVANTA CUANDO SE INGRESA CON EL CARRO ELECTRICO LLEVANDO LOS MISMOS SE PUEDE TUMBAR .","Cerrada"
"1718","Amarilla","Servicios Auxiliares","Media","2021-09-02T16:42:56.815Z","Perdida de aceite debajo llave de apertura/cierre de aceite del tornillo extrusor, por el mismo sector se circula. ","Cerrada"
"1719","Amarilla","Servicios Auxiliares","Alta","2021-09-03T15:04:51.614Z","Se observa tablero eléctrico abierto ","Cerrada"
"1720","Amarilla","Cortadora WT","Alta","2021-09-03T20:16:41.102Z","cable en el suelo de bebinador de refile","Abierta"
"1721","Amarilla","Cortadora WT","Alta","2021-09-03T20:18:43.679Z","bandeja porta cable debajo de linea de transporte sin tapa","Abierta"
"1722","Amarilla","Calandrado","Alta","2021-09-20T20:43:29.308Z","Para fabricar el laminado se debe realizar manualmente el cambio de bobina de PE lo que hace que se corra riesgo de atrapamiento","Abierta"
"1723","Amarilla","Servicios Auxiliares","Baja","2021-09-28T14:45:19.002Z","Chapón que cubre fosa de los cables del extrusor esta elevado y a la vez corrido lo que deja un hueco donde se puede tropezar","Cerrada"
"1724","Amarilla","Cortadora WT","Alta","2021-09-30T19:17:34.046Z","cambio de bolsa de PE en 2 embolsadora de WT. SE necesita dos personas para colocar las bolsas y subirse arriba de la linea.","Abierta"
"1725","Amarilla","Servicios Auxiliares","Media","2021-10-20T12:27:16.877Z","Se ve que la protección tiene que llevarse a la parte inferior para mejorar la seguridad de la protección actual.","Abierta"
"1726","Amarilla","Cortadora Euromac","Media","2021-11-08T22:00:11.690Z","EXESIVO RUIDO DE AIRE","Abierta"
"1727","Amarilla","Cortadora Euromac","Alta","2021-11-09T23:43:52.271Z","porta bolsa q no funciona como corresponde trae problemas con colocacion de lamina de  la forma original de la maquina","Abierta"
"1728","Amarilla","Calandrado","Media","2021-11-23T16:23:53.928Z","Pestillo de eslinga del puente grúa roto.","Abierta"
"1729","Amarilla","Alimentación y Extrusión","Alta","2021-11-25T17:25:35.321Z","realizar proteccion para adaptador cuando la maquina esta parada, se detecta riesgo de quemadura. no se indica el riesgo ","Abierta"
"1730","Amarilla","Calandrado","Alta","2021-12-07T19:08:30.195Z","Cardan 5 y 6 para de estiro sin proteccion","Abierta"
